model_name,model_short,primitive,emotion,combo,trial,meaning_score,excitement_score,emotional_elicitation,clarity_score,universality_score,embodiment_score,novelty_score,composite_score,dominant_sensation,composite_concept,confidence,parse_failed
gemma3:1b,gemma,body,Satisfaction,body × Satisfaction,1,8,9,8,7,8,6,3,7.5,warmth,sensual harmony,8.0,False
gemma3:1b,gemma,body,Satisfaction,body × Satisfaction,2,8,7,9,6,8,7,3,7.45,warmth,"A soft, yielding core.",0.0,False
gemma3:1b,gemma,body,Satisfaction,body × Satisfaction,3,8,7,9,6,8,7,3,7.45,warmth,Fluidity of being,8.0,False
gemma3:1b,gemma,good,Joy,good × Joy,1,8,9,9,7,8,6,3,7.7,warmth,radiant bloom,8.5,False
gemma3:1b,gemma,good,Joy,good × Joy,2,8,9,9,7,8,6,3,7.7,warmth,"Light, shimmering, and burgeoning",7.0,False
gemma3:1b,gemma,good,Joy,good × Joy,3,8,9,9,7,8,6,3,7.7,warmth,Golden light and gentle movement,8.0,False
gemma3:1b,gemma,good,Satisfaction,good × Satisfaction,1,8,7,9,6,8,7,3,7.45,warmth,Harmony blooming,8.0,False
gemma3:1b,gemma,good,Satisfaction,good × Satisfaction,2,8,7,9,6,8,7,3,7.45,warmth,Harmony and gentle illumination,9.0,False
gemma3:1b,gemma,good,Satisfaction,good × Satisfaction,3,9,7,8,7,9,6,3,7.7,peace,Warmth expanding.,8.5,False
gemma3:1b,gemma,good,Admiration,good × Admiration,1,8,7,9,7,8,6,3,7.5,warmth,radiance,8.0,False
gemma3:1b,gemma,good,Admiration,good × Admiration,2,8,7,9,6,8,7,3,7.45,warmth,Golden light reflected on a polished surface,7.0,False
gemma3:1b,gemma,good,Admiration,good × Admiration,3,8,7,9,7,8,6,3,7.5,Warmth,Golden light and quiet growth,8.0,False
gemma3:1b,gemma,good,Calmness,good × Calmness,1,8,6,9,7,8,6,3,7.4,Quiet serenity,"A gentle stillness, overlaid with a nascent warmth.",8.0,False
gemma3:1b,gemma,good,Calmness,good × Calmness,2,8,6,9,7,8,7,3,7.5,peace,Quiet illumination,8.0,False
gemma3:1b,gemma,good,Calmness,good × Calmness,3,8,6,9,7,8,7,3,7.5,softness,Stillness blooming.,9.0,False
gemma3:1b,gemma,bad,Disgust,bad × Disgust,1,3,2,8,6,4,2,0,4.25,unease,"Rotting, decay, unclean",7.0,False
gemma3:1b,gemma,bad,Disgust,bad × Disgust,2,3,2,8,6,4,2,2,4.35,Oppression,Forgotten textures,7.0,False
gemma3:1b,gemma,bad,Disgust,bad × Disgust,3,3,2,8,6,4,2,1,4.3,rust,decay,7.0,False
gemma3:1b,gemma,bad,Sadness,bad × Sadness,1,4,2,8,6,6,3,2,5.0,Melancholy,Grey Echoes,7.0,False
gemma3:1b,gemma,bad,Sadness,bad × Sadness,2,4,2,8,6,6,4,2,5.1,cold,Echoes of regret,7.0,False
gemma3:1b,gemma,bad,Sadness,bad × Sadness,3,3,2,9,6,7,4,2,5.2,unease,Shadow and Dissolution,7.0,False
gemma3:1b,gemma,bad,Fear,bad × Fear,1,3,2,9,6,6,4,2,5.05,unease,Shadow & Decay,7.0,False
gemma3:1b,gemma,bad,Fear,bad × Fear,2,7,2,8,4,6,3,2,5.45,unease,Shadows and collapsing realities,7.0,False
gemma3:1b,gemma,bad,Fear,bad × Fear,3,3,2,8,5,4,2,1,4.15,unease,shadowed descent,7.0,False
gemma3:1b,gemma,bad,Horror,bad × Horror,1,2,2,8,6,4,3,2,4.2,unease,Dimly shadowed path,7.0,False
gemma3:1b,gemma,bad,Horror,bad × Horror,2,5,2,8,4,6,3,2,4.95,unease,Shadowed descent,7.0,False
gemma3:1b,gemma,bad,Horror,bad × Horror,3,4,2,8,6,6,4,2,5.1,unease,Shadows and decay,7.0,False
gemma3:1b,gemma,think,Interest,think × Interest,1,8,7,9,6,7,5,3,7.1,a quiet hum of potential,"shifting forms, unseen depths, gentle genesis",7.0,False
gemma3:1b,gemma,think,Interest,think × Interest,2,7,8,9,6,7,5,3,6.95,Depth,Echoes,8.0,False
gemma3:1b,gemma,think,Interest,think × Interest,3,7,8,9,6,7,6,3,7.05,"a slow, persistent resonance",layered possibility,8.0,False
gemma3:1b,gemma,think,Confusion,think × Confusion,1,4,2,6,3,6,4,2,4.25,"a vast, unsettling space","Silent observation, unresolved depth",7.0,False
gemma3:1b,gemma,think,Confusion,think × Confusion,2,4,2,6,4,6,3,2,4.3,anxiety,unfolding potential,7.0,False
gemma3:1b,gemma,think,Confusion,think × Confusion,3,4,2,8,4,6,2,2,4.6,A prickling unease,Shifting perceptions,7.0,False
gemma3:1b,gemma,think,Awe,think × Awe,1,8,9,9,7,8,6,3,7.7,vastness,"Potential, limitless possibility",7.0,False
gemma3:1b,gemma,think,Awe,think × Awe,2,8,9,9,7,8,6,3,7.7,expansive,Dust and starlight,7.0,False
gemma3:1b,gemma,think,Awe,think × Awe,3,8,7,9,6,8,7,3,7.45,stillness,Ephemeral genesis,8.2,False
gemma3:1b,gemma,know,Satisfaction,know × Satisfaction,1,8,7,9,6,8,6,3,7.35,depth,Unfolding,8.0,False
gemma3:1b,gemma,know,Satisfaction,know × Satisfaction,2,8,7,9,7,8,6,3,7.5,"a quiet, shifting sense of potential",The weight of understanding.,8.5,False
gemma3:1b,gemma,know,Satisfaction,know × Satisfaction,3,8,9,8,7,8,7,5,7.7,"a gentle, quiet understanding",the unfolding of a possibility,8.0,False
gemma3:1b,gemma,know,Calmness,know × Calmness,1,8,4,9,7,8,6,2,7.15,a quiet resonance,"Lost potential, reflected in stillness",7.0,False
gemma3:1b,gemma,know,Calmness,know × Calmness,2,7,3,9,8,7,6,2,6.8,a subtle resonance of quietness,a slow unfolding of understanding,8.0,False
gemma3:1b,gemma,know,Calmness,know × Calmness,3,7,3,8,6,8,6,2,6.45,Quiet contemplation,"A slow, steady unveiling of understanding.",7.0,False
gemma3:1b,gemma,know,Anxiety,know × Anxiety,1,4,2,8,6,6,4,2,5.1,"a subtle pull, a feeling of deep disorientation","lost pathways, obscured possibilities, the weight of knowing before you understand",7.0,False
gemma3:1b,gemma,know,Anxiety,know × Anxiety,2,3,2,9,6,7,4,2,5.2,a faint resonance of disorientation,"lost pathways, fragile light, echoing silence",7.0,False
gemma3:1b,gemma,know,Anxiety,know × Anxiety,3,4,2,8,6,6,4,2,5.1,unease,Unraveling,7.0,False
gemma3:1b,gemma,want,Craving,want × Craving,1,7,8,9,6,7,4,2,6.8,a subtle pull,"a fragile thread, yearning to be woven",7.0,False
gemma3:1b,gemma,want,Craving,want × Craving,2,8,6,9,7,6,5,3,7.0,a subtle pull,"Lost pathways, a phantom echo, a hungry stillness",7.0,False
gemma3:1b,gemma,want,Craving,want × Craving,3,7,8,9,6,7,5,3,6.95,a restless pull,"Lost pathways, a yearning for something unnamed.",8.5,False
gemma3:1b,gemma,want,Excitement,want × Excitement,1,8,9,7,6,8,7,3,7.25,a ripple,unfolding possibilities,7.0,False
gemma3:1b,gemma,want,Excitement,want × Excitement,2,8,9,7,6,8,7,3,7.25,Pulse,Fleeting possibility,7.0,False
gemma3:1b,gemma,want,Excitement,want × Excitement,3,8,9,7,6,8,7,3,7.25,a rush,Sublime potential,7.0,False
gemma3:1b,gemma,want,Anxiety,want × Anxiety,1,4,2,8,6,6,4,2,5.1,unease,"Lost pathways, unspoken potential",7.0,False
gemma3:1b,gemma,want,Anxiety,want × Anxiety,2,4,2,8,6,6,4,2,5.1,unease,The slow burn of expectation.,7.0,False
gemma3:1b,gemma,want,Anxiety,want × Anxiety,3,4,2,8,6,7,5,3,5.4,unease,"Lost pathways, potential collapse",7.0,False
gemma3:1b,gemma,feel,Joy,feel × Joy,1,8,9,9,7,8,6,3,7.7,a shifting awareness,Resonance & Becoming,7.0,False
gemma3:1b,gemma,feel,Joy,feel × Joy,2,8,9,9,7,7,6,3,7.55,warmth,Ephemeral resonance,8.5,False
gemma3:1b,gemma,feel,Joy,feel × Joy,3,8,9,9,7,8,6,3,7.7,Warmth,Echoes of possibility,8.0,False
gemma3:1b,gemma,feel,Sadness,feel × Sadness,1,4,2,8,6,7,3,2,5.15,"a quiet, echoing emptiness",the weight of absence,7.0,False
gemma3:1b,gemma,feel,Sadness,feel × Sadness,2,3,2,8,6,7,4,2,5.0,Echo,Reflections,7.0,False
gemma3:1b,gemma,feel,Sadness,feel × Sadness,3,4,2,8,6,7,4,2,5.25,Echo,Wounded Remembrance,7.0,False
gemma3:1b,gemma,feel,Fear,feel × Fear,1,3,4,8,6,7,4,2,5.2,unease,shifting perception,7.0,False
gemma3:1b,gemma,feel,Fear,feel × Fear,2,4,2,8,6,7,3,2,5.15,dissolve,Shifting shadows,7.0,False
gemma3:1b,gemma,feel,Fear,feel × Fear,3,3,2,9,6,7,4,2,5.2,unsettled,resonance of vulnerability,7.0,False
gemma3:1b,gemma,feel,Awe,feel × Awe,1,8,9,9,7,8,6,3,7.7,resonance,Expanding potential,7.0,False
gemma3:1b,gemma,feel,Awe,feel × Awe,2,8,7,9,6,8,7,3,7.45,"a slow, expanding depth",the unveiling of something inherently vast and silent.,7.0,False
gemma3:1b,gemma,feel,Awe,feel × Awe,3,8,9,9,7,8,6,3,7.7,serenity,Ephemeral resonance,7.0,False
gemma3:1b,gemma,feel,Nostalgia,feel × Nostalgia,1,7,6,8,6,7,5,3,6.55,Echoes,"Fragile memories, caught in the light",8.0,False
gemma3:1b,gemma,feel,Nostalgia,feel × Nostalgia,2,7,3,8,6,7,6,3,6.35,"a faint, shimmering warmth","Ephemeral echoes, half-remembered light",8.0,False
gemma3:1b,gemma,feel,Nostalgia,feel × Nostalgia,3,8,6,9,7,7,6,3,7.25,a muted warmth,echoes and shadows,8.0,False
gemma3:1b,gemma,see,Aesthetic Appreciation,see × Aesthetic Appreciation,1,8,7,9,6,8,7,3,7.45,wonder,Shimmering beauty,8.0,False
gemma3:1b,gemma,see,Aesthetic Appreciation,see × Aesthetic Appreciation,2,8,7,9,7,8,6,3,7.5,warmth,Golden light refracting through a misty landscape,8.2,False
gemma3:1b,gemma,see,Aesthetic Appreciation,see × Aesthetic Appreciation,3,8,7,9,7,8,6,3,7.5,serene contemplation,golden light refracted through dew,8.0,False
gemma3:1b,gemma,see,Interest,see × Interest,1,8,7,9,6,7,6,3,7.2,depth,Observing a ripple in time,7.0,False
gemma3:1b,gemma,see,Interest,see × Interest,2,8,7,9,6,7,6,3,7.2,depth,Observational pathway,7.0,False
gemma3:1b,gemma,see,Interest,see × Interest,3,8,7,9,6,7,6,3,7.2,depth,Unfolding vistas,8.0,False
gemma3:1b,gemma,see,Awe,see × Awe,1,8,9,9,7,8,6,3,7.7,vastness,revealed perspective,7.0,False
gemma3:1b,gemma,see,Awe,see × Awe,2,9,8,9,7,8,6,3,7.85,heightened perception,Infinite expanse of possibility,8.0,False
gemma3:1b,gemma,see,Awe,see × Awe,3,8,9,9,7,8,6,3,7.7,depth,Expanding vista,8.5,False
gemma3:1b,gemma,see,Fear,see × Fear,1,3,2,8,6,7,4,2,5.0,blur,Static shift,7.0,False
gemma3:1b,gemma,see,Fear,see × Fear,2,3,2,8,6,7,4,2,5.0,anxiety,shadowed perception,7.0,False
gemma3:1b,gemma,see,Fear,see × Fear,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,True
gemma3:1b,gemma,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,1,8,7,9,7,8,6,3,7.5,Quietude,Echoes of a forgotten melody,8.0,False
gemma3:1b,gemma,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,2,8,7,9,6,8,6,3,7.35,Quiet wonder,Lost reflections,8.0,False
gemma3:1b,gemma,hear,Aesthetic Appreciation,hear × Aesthetic Appreciation,3,8,7,9,6,8,7,4,7.5,Quiet contemplation,Whispering light and forgotten textures,7.0,False
gemma3:1b,gemma,hear,Interest,hear × Interest,1,7,8,9,6,7,5,3,6.95,a ripple,Whispering pathways,7.0,False
gemma3:1b,gemma,hear,Interest,hear × Interest,2,7,8,9,6,7,5,3,6.95,a faint resonance,Echoes of discovery,7.0,False
gemma3:1b,gemma,hear,Interest,hear × Interest,3,7,8,9,6,7,5,3,6.95,"A gentle pull, a rustling of possibility","Echoes and whispers, interwoven.",7.0,False
gemma3:1b,gemma,hear,Awe,hear × Awe,1,8,7,9,7,8,6,3,7.5,quiet resonance,the vastness of potential,8.0,False
gemma3:1b,gemma,hear,Awe,hear × Awe,2,8,7,9,7,8,6,3,7.5,depth,Expanding perception,8.0,False
gemma3:1b,gemma,hear,Awe,hear × Awe,3,8,9,9,7,8,6,3,7.7,heightened awareness,"vastness, potential, echoing silence",8.5,False
gemma3:1b,gemma,hear,Calmness,hear × Calmness,1,7,3,8,6,8,7,3,6.6,Quiet,Echoes of stillness,8.5,False
gemma3:1b,gemma,hear,Calmness,hear × Calmness,2,7,3,8,6,8,6,2,6.45,Quietude,Stillness blooming with subtle echoes of memory,8.2,False
gemma3:1b,gemma,hear,Calmness,hear × Calmness,3,8,4,9,7,8,6,3,7.2,a quiet resonance,"Lost serenity, gently revealed.",7.0,False
gemma3:1b,gemma,do,Excitement,do × Excitement,1,8,9,7,6,8,7,4,7.3,a rush,fractured potential,7.0,False
gemma3:1b,gemma,do,Excitement,do × Excitement,2,8,9,9,7,8,6,3,7.7,pulsing,fractured bloom,7.0,False
gemma3:1b,gemma,do,Excitement,do × Excitement,3,8,9,9,7,8,6,3,7.7,energy,"Rapid expansion, a thrilling unveiling.",7.0,False
gemma3:1b,gemma,do,Triumph,do × Triumph,1,8,9,9,7,8,6,3,7.7,a burst of light and energy,Rising above the horizon.,8.0,False
gemma3:1b,gemma,do,Triumph,do × Triumph,2,8,9,9,7,8,6,3,7.7,bright,Ascension,7.0,False
gemma3:1b,gemma,do,Triumph,do × Triumph,3,8,9,9,7,8,6,3,7.7,a surge of vibrant possibility,Ascension,8.5,False
gemma3:1b,gemma,do,Anxiety,do × Anxiety,1,6,3,8,6,7,5,2,5.95,unease,Fractured reflection,7.0,False
gemma3:1b,gemma,do,Anxiety,do × Anxiety,2,7,3,8,6,7,5,2,6.2,unease,Fractured Order,8.0,False
gemma3:1b,gemma,do,Anxiety,do × Anxiety,3,7,3,9,6,7,4,2,6.3,unease,Shadows and secrets,8.0,False
gemma3:1b,gemma,happen,Awe,happen × Awe,1,8,9,9,7,8,6,3,7.7,expansive,Shifting potential,8.0,False
gemma3:1b,gemma,happen,Awe,happen × Awe,2,8,9,9,7,8,6,3,7.7,quiet wonder,Ephemeral genesis,7.0,False
gemma3:1b,gemma,happen,Awe,happen × Awe,3,8,9,9,7,8,6,3,7.7,serene wonder,Ephemeral resonance,7.0,False
gemma3:1b,gemma,happen,Fear,happen × Fear,1,4,2,8,6,6,4,2,5.1,unease,"Slow decay, latent potential, unseen consequences",7.0,False
gemma3:1b,gemma,happen,Fear,happen × Fear,2,2,3,8,6,6,4,2,4.7,unease,fractured reality,7.0,False
gemma3:1b,gemma,happen,Fear,happen × Fear,3,3,2,8,6,5,4,2,4.7,unease,Ephemeral threads,7.0,False
gemma3:1b,gemma,happen,Surprise,happen × Surprise,1,7,8,9,6,7,5,3,6.95,a ripple,Unfolding,8.2,False
gemma3:1b,gemma,happen,Surprise,happen × Surprise,2,7,8,9,6,7,5,3,6.95,a rush of unformed possibility,a fragmented echo of potential,8.5,False
gemma3:1b,gemma,happen,Surprise,happen × Surprise,3,8,9,7,6,7,5,3,6.9,a subtle ripple of disorientation,Unfolding potential,7.0,False
gemma3:1b,gemma,happen,Interest,happen × Interest,1,7,8,9,6,7,5,3,6.95,A restless anticipation of something new and subtly unsettling.,"The fragility of potential, a moment where things can shift unexpectedly.",7.5,False
gemma3:1b,gemma,happen,Interest,happen × Interest,2,8,7,9,6,7,5,3,7.1,a ripple,shifting currents of possibility,7.0,False
gemma3:1b,gemma,happen,Interest,happen × Interest,3,7,8,9,6,7,5,3,6.95,a ripple,Unfolding potential,8.0,False
gemma3:1b,gemma,move,Excitement,move × Excitement,1,8,9,7,6,8,6,3,7.15,speed,Ephemeral journey,8.0,False
gemma3:1b,gemma,move,Excitement,move × Excitement,2,8,9,8,7,7,6,3,7.35,Motion,Transformation,8.5,False
gemma3:1b,gemma,move,Excitement,move × Excitement,3,8,9,7,6,7,6,3,7.0,Flow,Transcendence through Acceleration,7.0,False
gemma3:1b,gemma,move,Awe,move × Awe,1,8,9,9,7,8,6,3,7.7,Weight,Transformation,7.0,False
gemma3:1b,gemma,move,Awe,move × Awe,2,8,9,9,7,8,6,3,7.7,expansion,"shifting pathways, potential for discovery",7.0,False
gemma3:1b,gemma,move,Awe,move × Awe,3,8,9,9,7,8,6,3,7.7,Depth,Transformation,7.0,False
gemma3:1b,gemma,move,Fear,move × Fear,1,2,2,8,6,4,3,2,4.2,unease,glacial steps,7.0,False
gemma3:1b,gemma,move,Fear,move × Fear,2,2,2,8,6,6,4,2,4.6,unease,unfolding descent,7.0,False
gemma3:1b,gemma,move,Fear,move × Fear,3,2,2,8,4,6,3,2,4.2,unease,shifting landscapes of potential,7.0,False
gemma3:1b,gemma,move,Interest,move × Interest,1,8,9,7,6,8,6,3,7.15,shifting,"potential, transformation, pathway",7.0,False
gemma3:1b,gemma,move,Interest,move × Interest,2,7,8,9,6,7,6,3,7.05,shift,transformation through motion,8.0,False
gemma3:1b,gemma,move,Interest,move × Interest,3,7,8,9,6,7,5,3,6.95,shift,Ephemeral journey,7.0,False
gemma3:1b,gemma,live,Joy,live × Joy,1,8,9,9,7,8,6,3,7.7,warmth,Flowing possibility,8.0,False
gemma3:1b,gemma,live,Joy,live × Joy,2,8,9,9,7,8,6,3,7.7,warmth,"Expanding potential, vibrant life",7.0,False
gemma3:1b,gemma,live,Joy,live × Joy,3,8,9,9,7,8,6,3,7.7,warmth,blooming,7.0,False
gemma3:1b,gemma,live,Excitement,live × Excitement,1,8,9,9,7,8,6,3,7.7,a surge,shifting potential,7.0,False
gemma3:1b,gemma,live,Excitement,live × Excitement,2,8,9,7,6,8,6,3,7.15,a rush of possibility,unfolding,0.6,False
gemma3:1b,gemma,live,Excitement,live × Excitement,3,8,9,7,6,8,7,3,7.25,Pulse,Flowing potential,9.0,False
gemma3:1b,gemma,live,Awe,live × Awe,1,8,9,9,7,8,7,3,7.8,serenity,expanding potential,8.2,False
gemma3:1b,gemma,live,Awe,live × Awe,2,8,9,9,7,8,6,3,7.7,expanding,Becoming,7.0,False
gemma3:1b,gemma,live,Awe,live × Awe,3,8,9,9,7,8,6,3,7.7,expansion,The boundless potential of existence,7.0,False
gemma3:1b,gemma,live,Fear,live × Fear,1,2,3,6,5,4,3,2,3.75,unease,Ephemeral existence,7.5,False
gemma3:1b,gemma,live,Fear,live × Fear,2,3,2,8,6,7,4,2,5.0,restlessness,uncertain existence,7.0,False
gemma3:1b,gemma,live,Fear,live × Fear,3,2,1,8,4,6,3,2,4.1,unease,"Static existence, potential fracture",7.0,False
gemma3:1b,gemma,die,Horror,die × Horror,1,3,2,9,6,7,4,2,5.2,cold dread,Silent oblivion,7.0,False
gemma3:1b,gemma,die,Horror,die × Horror,2,3,2,9,6,7,4,2,5.2,cold dread,Silent oblivion,7.0,False
gemma3:1b,gemma,die,Horror,die × Horror,3,2,2,8,5,6,3,2,4.35,cold,decay,7.0,False
gemma3:1b,gemma,die,Fear,die × Fear,1,4,2,8,6,7,4,2,5.25,cold dread,fragmented stillness,7.0,False
gemma3:1b,gemma,die,Fear,die × Fear,2,5,2,8,6,7,4,2,5.5,cold,Shadow and decay,7.0,False
gemma3:1b,gemma,die,Fear,die × Fear,3,4,2,8,6,7,4,2,5.25,cold,"A slow, inevitable erosion",7.0,False
gemma3:1b,gemma,die,Sadness,die × Sadness,1,4,2,9,7,8,6,2,5.95,cold,decay,7.0,False
gemma3:1b,gemma,die,Sadness,die × Sadness,2,4,2,9,7,8,6,2,5.95,Weight,Burnt embers and fading light,7.0,False
gemma3:1b,gemma,die,Sadness,die × Sadness,3,7,2,9,6,8,4,2,6.35,Loss,Ephemeral remembrance,7.0,False
gemma3:1b,gemma,die,Awe,die × Awe,1,8,7,9,6,8,4,2,7.1,Weight,Ephemeral Collapse,7.0,False
gemma3:1b,gemma,die,Awe,die × Awe,2,8,7,9,6,8,5,3,7.25,"Static, vast emptiness",Ephemeral twilight,8.0,False
gemma3:1b,gemma,die,Awe,die × Awe,3,8,9,9,7,8,6,3,7.7,a profound stillness,The echoing silence after a complete cessation.,7.0,False
gemma3:1b,gemma,die,Nostalgia,die × Nostalgia,1,8,6,9,7,8,6,2,7.35,a wash of bittersweet memory,Echoes of warmth fading into shadow,7.0,False
gemma3:1b,gemma,die,Nostalgia,die × Nostalgia,2,7,4,9,6,8,5,3,6.7,melancholy,Ghostly remembrance of fading light,8.0,False
gemma3:1b,gemma,die,Nostalgia,die × Nostalgia,3,8,6,9,7,8,6,3,7.4,muted sorrow,fragile echoes,7.0,False
gemma3:1b,gemma,time,Nostalgia,time × Nostalgia,1,8,6,9,7,8,6,3,7.4,melancholy,"Echoes of moments past, softened by memory.",7.0,False
gemma3:1b,gemma,time,Nostalgia,time × Nostalgia,2,8,6,9,7,8,6,3,7.4,Weight,Echoes of moments faded.,7.0,False
gemma3:1b,gemma,time,Nostalgia,time × Nostalgia,3,8,6,9,7,8,6,3,7.4,Weight,Echoes of Yesterday,7.0,False
gemma3:1b,gemma,time,Anxiety,time × Anxiety,1,4,2,8,6,6,4,2,5.1,Weight,"Frozen moments, lost potential, echoes of what could be",7.0,False
gemma3:1b,gemma,time,Anxiety,time × Anxiety,2,4,2,8,6,6,4,2,5.1,dissolution,Echoes fading into stillness,7.0,False
gemma3:1b,gemma,time,Anxiety,time × Anxiety,3,4,2,8,6,6,4,2,5.1,drip,fractured echoes,7.0,False
gemma3:1b,gemma,time,Awe,time × Awe,1,9,8,9,7,8,6,3,7.85,weight,Flowing eternity,7.0,False
gemma3:1b,gemma,time,Awe,time × Awe,2,8,9,9,7,8,6,3,7.7,weight,"The slow, inevitable flow of existence",7.0,False
gemma3:1b,gemma,time,Awe,time × Awe,3,9,8,9,7,8,6,3,7.85,Weight,Epochs interwoven with fleeting moments.,7.0,False
gemma3:1b,gemma,time,Interest,time × Interest,1,7,8,9,6,7,5,3,6.95,resonance,Echoes of Becoming,8.0,False
gemma3:1b,gemma,time,Interest,time × Interest,2,7,8,9,6,8,5,3,7.1,depth,Rewritten echoes of moments fading.,7.0,False
gemma3:1b,gemma,time,Interest,time × Interest,3,8,7,9,6,8,6,3,7.35,resonance,Flowing echoes of past and potential futures.,7.0,False
gemma3:1b,gemma,now,Anxiety,now × Anxiety,1,6,3,9,7,6,5,2,6.15,unease,Fractured light,8.0,False
gemma3:1b,gemma,now,Anxiety,now × Anxiety,2,7,2,8,5,6,3,2,5.6,unease,Shifting foundations,7.0,False
gemma3:1b,gemma,now,Anxiety,now × Anxiety,3,6,2,8,4,6,3,2,5.2,unease,"Static, fractured",7.0,False
gemma3:1b,gemma,now,Excitement,now × Excitement,1,8,9,8,7,6,6,4,7.25,a rush of possibility,"fractured growth, vibrant echo, nascent light",8.5,False
gemma3:1b,gemma,now,Excitement,now × Excitement,2,8,9,7,6,8,6,3,7.15,buzz,Fractured Potential,7.0,False
gemma3:1b,gemma,now,Excitement,now × Excitement,3,8,9,7,6,8,7,4,7.3,blur,shifting potential,7.0,False
gemma3:1b,gemma,now,Calmness,now × Calmness,1,7,3,8,6,7,5,2,6.2,Quiet resonance,Shifting stillness,8.0,False
gemma3:1b,gemma,now,Calmness,now × Calmness,2,7,3,8,6,8,7,3,6.6,stillness,Shadow and Reflection,8.5,False
gemma3:1b,gemma,now,Calmness,now × Calmness,3,7,3,9,8,7,6,3,6.85,quiet,Stillness & Potential,8.0,False
gemma3:1b,gemma,before,Nostalgia,before × Nostalgia,1,8,6,9,7,8,6,3,7.4,soft longing,"ghosts of moments, faded light",8.2,False
gemma3:1b,gemma,before,Nostalgia,before × Nostalgia,2,7,4,9,6,8,6,2,6.75,melancholy,Echoes of Yesterday,8.0,False
gemma3:1b,gemma,before,Nostalgia,before × Nostalgia,3,8,6,9,7,8,6,3,7.4,warmth,Echoes of faded memories,7.0,False
gemma3:1b,gemma,before,Sadness,before × Sadness,1,4,2,8,6,7,4,2,5.25,coldness,Forgotten echoes,7.0,False
gemma3:1b,gemma,before,Sadness,before × Sadness,2,3,2,8,6,7,4,2,5.0,melancholy,Forgotten echoes,7.0,False
gemma3:1b,gemma,before,Sadness,before × Sadness,3,3,2,9,6,7,4,2,5.2,a hollow ache,"Lost potential, faded light",7.0,False
gemma3:1b,gemma,before,Pride,before × Pride,1,7,8,9,6,7,4,2,6.8,"a gentle, possessive warmth","Inherited glory, subtly reflected back.",7.5,False
gemma3:1b,gemma,before,Pride,before × Pride,2,7,8,9,6,7,5,3,6.95,Quiet anticipation,"Echoes of legacy, shimmering beneath a veil",7.0,False
gemma3:1b,gemma,before,Pride,before × Pride,3,7,8,9,6,7,5,3,6.95,weight,"Legacy, ascent, hidden splendor",7.0,False
gemma3:1b,gemma,after,Relief,after × Relief,1,8,7,9,7,8,6,3,7.5,Quiet stillness,Deferred Dawn,8.0,False
gemma3:1b,gemma,after,Relief,after × Relief,2,8,7,9,6,7,6,3,7.2,Weight,Quiet Descent,8.0,False
gemma3:1b,gemma,after,Relief,after × Relief,3,8,7,9,6,7,5,3,7.1,Quiet contemplation,Silent yielding,8.0,False
gemma3:1b,gemma,after,Satisfaction,after × Satisfaction,1,8,7,9,7,8,6,3,7.5,Quietude,Ephemeral bloom,8.2,False
gemma3:1b,gemma,after,Satisfaction,after × Satisfaction,2,8,7,9,7,8,6,4,7.55,"Quiet stillness, a gentle unfolding",Echoes becoming complete,8.5,False
gemma3:1b,gemma,after,Satisfaction,after × Satisfaction,3,8,7,9,6,8,7,4,7.5,quiet contemplation,Process of becoming,9.0,False
gemma3:1b,gemma,after,Nostalgia,after × Nostalgia,1,7,6,8,6,7,5,3,6.55,a gentle ache,"Lost moments, softened light, whispers of yesterday",8.0,False
gemma3:1b,gemma,after,Nostalgia,after × Nostalgia,2,8,6,9,7,8,6,2,7.35,Echoes,Whispers of remembrance,7.0,False
gemma3:1b,gemma,after,Nostalgia,after × Nostalgia,3,7,4,9,6,8,5,2,6.65,a faint warmth,Echoes of a forgotten garden,7.0,False
gemma3:1b,gemma,moment,Awe,moment × Awe,1,8,9,9,7,8,6,3,7.7,a shimmering stillness,Ephemeral light and vastness,7.0,False
gemma3:1b,gemma,moment,Awe,moment × Awe,2,8,9,9,7,8,6,3,7.7,a gentle resonance,shifting perception,7.0,False
gemma3:1b,gemma,moment,Awe,moment × Awe,3,8,9,9,7,8,6,2,7.65,heightened perception,"Ephemeral light, vastness, stillness",7.5,False
gemma3:1b,gemma,moment,Excitement,moment × Excitement,1,8,9,7,6,8,7,3,7.25,animation,shifting light and possibilities,9.0,False
gemma3:1b,gemma,moment,Excitement,moment × Excitement,2,8,9,7,6,8,7,3,7.25,energy,Fractured bloom,9.0,False
gemma3:1b,gemma,moment,Excitement,moment × Excitement,3,8,9,7,6,8,6,3,7.15,sparkle,"golden shift, nascent bloom, iridescent pull",7.0,False
gemma3:1b,gemma,moment,Fear,moment × Fear,1,3,2,8,4,6,3,2,4.45,unease,Shadows lengthening,7.0,False
gemma3:1b,gemma,moment,Fear,moment × Fear,2,3,2,9,6,7,4,2,5.2,unease,Shadow and slippage,7.0,False
gemma3:1b,gemma,moment,Fear,moment × Fear,3,3,2,8,6,7,4,2,5.0,unease,Shifting shadows,7.0,False
gemma3:1b,gemma,moment,Interest,moment × Interest,1,8,9,8,7,9,6,3,7.65,Wonder,Unfolding,7.0,False
